,Team,PTS,FG,FGA,2PA,3P,3PA,eFG%,Home/Away,ORtg,FTr,3PAr,TS%,FT/FGA,ORtg_opponent,FTr_opponent,3PAr_opponent,TS%_opponent,eFG%_opponent,FT/FGA_opponent
4496,PHI,96.0,35.0,91.0,51.0,13.0,40.0,0.456,Home,103.5,0.176,0.44,0.49,0.143,111.1,0.143,0.44,0.532,0.511,0.11
4497,MIA,96.0,31.0,78.0,42.0,13.0,36.0,0.481,Away,101.6,0.321,0.462,0.539,0.269,119.6,0.264,0.451,0.556,0.527,0.187
4498,BRK,96.0,36.0,80.0,53.0,11.0,27.0,0.519,Away,98.1,0.175,0.338,0.557,0.163,91.9,0.207,0.391,0.474,0.443,0.149
4499,MEM,96.0,35.0,96.0,46.0,17.0,50.0,0.453,Away,98.7,0.198,0.521,0.46,0.094,119.2,0.369,0.429,0.594,0.554,0.274
4500,MIN,96.0,39.0,96.0,58.0,12.0,38.0,0.469,Home,93.0,0.104,0.396,0.478,0.063,86.2,0.258,0.449,0.449,0.399,0.202
4501,SAS,96.0,40.0,84.0,60.0,6.0,24.0,0.512,Away,94.8,0.167,0.286,0.532,0.119,100.7,0.093,0.349,0.57,0.564,0.058
4502,ORL,96.0,33.0,83.0,40.0,17.0,43.0,0.5,Home,98.7,0.181,0.518,0.536,0.157,124.4,0.193,0.614,0.634,0.636,0.102
4503,SAC,95.0,37.0,85.0,42.0,11.0,43.0,0.5,Away,101.3,0.176,0.506,0.519,0.118,116.2,0.298,0.333,0.574,0.542,0.214
4504,CLE,95.0,35.0,89.0,52.0,10.0,37.0,0.449,Home,95.6,0.18,0.416,0.495,0.169,106.7,0.37,0.395,0.563,0.494,0.321
4505,IND,95.0,39.0,84.0,58.0,4.0,26.0,0.488,Away,91.3,0.262,0.31,0.507,0.155,115.3,0.204,0.452,0.592,0.57,0.151
4506,NYK,95.0,32.0,90.0,59.0,7.0,31.0,0.394,Away,106.1,0.3,0.344,0.466,0.267,118.4,0.184,0.345,0.564,0.54,0.138
4507,TOR,95.0,33.0,88.0,62.0,7.0,26.0,0.415,Away,98.8,0.386,0.295,0.461,0.25,94.7,0.149,0.255,0.454,0.436,0.096
4508,HOU,95.0,35.0,84.0,54.0,7.0,30.0,0.458,Away,98.6,0.286,0.357,0.502,0.214,100.6,0.286,0.494,0.56,0.494,0.273
4509,PHO,95.0,35.0,86.0,54.0,13.0,32.0,0.483,Home,110.1,0.186,0.372,0.511,0.14,114.7,0.364,0.442,0.554,0.513,0.26
4510,HOU,95.0,39.0,76.0,55.0,5.0,21.0,0.546,Home,101.2,0.263,0.276,0.56,0.158,120.4,0.253,0.414,0.584,0.546,0.207
4511,SAC,95.0,35.0,73.0,41.0,13.0,32.0,0.568,Home,101.5,0.178,0.438,0.603,0.164,120.8,0.072,0.412,0.565,0.557,0.052
4512,BOS,95.0,32.0,74.0,42.0,10.0,32.0,0.5,Away,100.2,0.365,0.432,0.553,0.284,103.3,0.245,0.351,0.471,0.426,0.191
4513,POR,95.0,32.0,85.0,48.0,9.0,37.0,0.429,Home,99.1,0.341,0.435,0.486,0.259,109.5,0.235,0.321,0.588,0.556,0.185
4514,MIL,95.0,34.0,84.0,36.0,19.0,48.0,0.518,Away,106.8,0.143,0.571,0.532,0.095,124.8,0.138,0.253,0.601,0.58,0.115
4515,DAL,95.0,34.0,90.0,58.0,7.0,32.0,0.417,Home,97.6,0.278,0.356,0.47,0.222,127.3,0.369,0.512,0.635,0.583,0.31
4516,MIL,95.0,34.0,96.0,47.0,13.0,49.0,0.422,Home,92.5,0.156,0.51,0.463,0.146,114.9,0.17,0.287,0.584,0.569,0.117
4517,ORL,95.0,33.0,86.0,57.0,12.0,29.0,0.453,Away,95.2,0.221,0.337,0.503,0.198,92.2,0.236,0.528,0.468,0.416,0.202
4518,HOU,95.0,36.0,90.0,61.0,3.0,29.0,0.417,Home,102.0,0.322,0.322,0.462,0.222,114.8,0.224,0.424,0.573,0.547,0.165
4519,LAC,95.0,34.0,90.0,57.0,12.0,33.0,0.444,Home,102.4,0.233,0.367,0.479,0.167,119.7,0.189,0.337,0.539,0.511,0.147
4520,CLE,95.0,34.0,79.0,49.0,10.0,30.0,0.494,Home,101.0,0.278,0.38,0.536,0.215,112.7,0.485,0.5,0.662,0.652,0.303
4521,SAS,95.0,38.0,87.0,56.0,6.0,31.0,0.471,Home,97.2,0.207,0.356,0.5,0.149,136.0,0.213,0.394,0.647,0.622,0.17
4522,NYK,95.0,34.0,85.0,60.0,7.0,25.0,0.441,Away,101.0,0.294,0.294,0.495,0.235,123.4,0.178,0.386,0.533,0.51,0.129
4523,SAS,95.0,36.0,100.0,60.0,10.0,40.0,0.41,Away,95.2,0.19,0.4,0.438,0.13,132.3,0.182,0.511,0.694,0.665,0.17
4524,LAC,95.0,34.0,85.0,54.0,11.0,31.0,0.465,Home,98.1,0.235,0.365,0.506,0.188,113.6,0.253,0.422,0.596,0.578,0.169
4525,PHI,95.0,32.0,83.0,53.0,6.0,30.0,0.422,Away,92.5,0.361,0.361,0.494,0.301,101.2,0.261,0.295,0.53,0.477,0.227
4526,NOP,95.0,33.0,79.0,51.0,10.0,28.0,0.481,Home,101.7,0.304,0.354,0.53,0.241,113.4,0.306,0.4,0.55,0.506,0.235
4527,CHO,95.0,34.0,91.0,51.0,10.0,40.0,0.429,Home,104.3,0.264,0.44,0.468,0.187,115.2,0.333,0.453,0.61,0.607,0.187
4528,LAC,95.0,37.0,87.0,51.0,9.0,36.0,0.477,Home,95.7,0.195,0.414,0.503,0.138,93.7,0.261,0.318,0.474,0.432,0.193
4529,LAC,95.0,36.0,82.0,50.0,9.0,32.0,0.494,Home,100.4,0.244,0.39,0.523,0.171,118.4,0.129,0.452,0.57,0.543,0.118
4530,GSW,95.0,33.0,81.0,52.0,9.0,29.0,0.463,Away,93.7,0.321,0.358,0.514,0.247,121.3,0.38,0.326,0.573,0.533,0.272
4531,MIA,95.0,33.0,75.0,41.0,10.0,34.0,0.507,Home,98.3,0.347,0.453,0.55,0.253,113.8,0.313,0.398,0.582,0.536,0.253
4532,DAL,95.0,35.0,90.0,47.0,10.0,43.0,0.444,Away,99.1,0.211,0.478,0.483,0.167,121.0,0.286,0.381,0.613,0.577,0.226
4533,DAL,95.0,33.0,74.0,37.0,15.0,37.0,0.547,Away,101.4,0.257,0.5,0.577,0.189,98.2,0.216,0.42,0.477,0.426,0.193
4534,SAC,95.0,35.0,89.0,54.0,8.0,35.0,0.438,Away,96.4,0.281,0.393,0.475,0.191,126.9,0.136,0.33,0.67,0.653,0.114
4535,LAL,95.0,35.0,84.0,50.0,7.0,34.0,0.458,Home,90.2,0.238,0.405,0.512,0.214,116.8,0.272,0.326,0.597,0.582,0.174
4536,POR,95.0,31.0,79.0,44.0,9.0,35.0,0.449,Home,94.6,0.367,0.443,0.518,0.304,131.4,0.364,0.466,0.647,0.597,0.307
4537,ATL,95.0,34.0,93.0,55.0,12.0,38.0,0.43,Away,98.0,0.161,0.409,0.477,0.161,108.3,0.318,0.447,0.542,0.488,0.259
4538,POR,95.0,32.0,91.0,53.0,11.0,38.0,0.412,Home,99.3,0.286,0.418,0.464,0.22,118.1,0.089,0.422,0.604,0.594,0.067
4539,PHO,95.0,40.0,99.0,68.0,8.0,31.0,0.444,Away,103.4,0.141,0.313,0.452,0.071,87.1,0.224,0.282,0.428,0.382,0.176
4540,SAS,95.0,30.0,80.0,47.0,8.0,33.0,0.425,Home,98.1,0.475,0.413,0.491,0.338,115.7,0.217,0.361,0.616,0.578,0.193
4541,WAS,95.0,35.0,84.0,55.0,10.0,29.0,0.476,Away,101.9,0.25,0.345,0.509,0.179,123.4,0.12,0.31,0.546,0.525,0.1
4542,CLE,95.0,35.0,81.0,45.0,13.0,36.0,0.512,Home,101.6,0.247,0.444,0.529,0.148,99.5,0.25,0.452,0.499,0.488,0.131
4543,CHI,95.0,33.0,76.0,55.0,5.0,21.0,0.467,Away,97.0,0.421,0.276,0.527,0.316,116.4,0.288,0.325,0.632,0.6,0.225
4544,UTA,95.0,31.0,83.0,37.0,12.0,46.0,0.446,Away,98.3,0.289,0.554,0.508,0.253,104.5,0.267,0.43,0.525,0.506,0.163
4545,TOR,95.0,36.0,89.0,52.0,8.0,37.0,0.449,Home,105.9,0.281,0.416,0.475,0.169,110.4,0.297,0.432,0.592,0.547,0.243
4546,OKC,95.0,38.0,88.0,50.0,9.0,38.0,0.483,Home,106.4,0.136,0.432,0.509,0.114,110.9,0.18,0.404,0.515,0.489,0.135
4547,DAL,95.0,38.0,85.0,46.0,14.0,39.0,0.529,Away,101.6,0.082,0.459,0.539,0.059,92.0,0.106,0.353,0.483,0.471,0.071
4548,OKC,95.0,36.0,87.0,44.0,18.0,43.0,0.517,Home,102.6,0.08,0.494,0.527,0.057,86.4,0.272,0.506,0.441,0.42,0.148
4549,SAC,95.0,36.0,75.0,49.0,10.0,26.0,0.547,Home,108.2,0.2,0.347,0.582,0.173,107.1,0.16,0.296,0.542,0.525,0.111
4550,DAL,95.0,35.0,86.0,41.0,12.0,45.0,0.477,Home,99.7,0.198,0.523,0.508,0.151,107.0,0.268,0.439,0.556,0.512,0.22
4551,PHO,95.0,36.0,96.0,67.0,7.0,29.0,0.411,Away,99.1,0.198,0.302,0.455,0.167,115.8,0.295,0.269,0.63,0.609,0.205
4552,OKC,95.0,38.0,96.0,52.0,10.0,44.0,0.448,Home,98.8,0.146,0.458,0.465,0.094,120.6,0.23,0.483,0.605,0.58,0.172
4553,LAL,95.0,36.0,78.0,48.0,12.0,30.0,0.538,Away,97.0,0.218,0.385,0.556,0.141,110.3,0.191,0.447,0.53,0.511,0.128
4554,ORL,95.0,33.0,76.0,38.0,11.0,38.0,0.507,Away,92.0,0.289,0.5,0.554,0.237,122.0,0.333,0.46,0.632,0.609,0.23
4555,MEM,95.0,29.0,83.0,51.0,9.0,32.0,0.404,Away,98.6,0.422,0.386,0.483,0.337,143.2,0.308,0.451,0.668,0.648,0.22
4556,POR,95.0,35.0,80.0,41.0,13.0,39.0,0.519,Away,107.0,0.163,0.488,0.554,0.15,139.7,0.156,0.444,0.645,0.628,0.122
4557,BRK,95.0,34.0,86.0,53.0,11.0,33.0,0.459,Away,95.4,0.221,0.384,0.503,0.186,118.5,0.204,0.316,0.552,0.515,0.173
4558,DEN,95.0,36.0,89.0,49.0,9.0,40.0,0.455,Home,100.6,0.191,0.449,0.492,0.157,99.5,0.32,0.373,0.549,0.52,0.213
4559,BOS,95.0,31.0,78.0,37.0,16.0,41.0,0.5,Away,105.3,0.256,0.526,0.547,0.218,86.5,0.235,0.506,0.436,0.401,0.16
4560,MIL,95.0,39.0,96.0,55.0,12.0,41.0,0.469,Home,104.7,0.063,0.427,0.482,0.052,117.9,0.36,0.493,0.616,0.547,0.333
4561,LAL,95.0,39.0,96.0,65.0,9.0,31.0,0.453,Home,93.2,0.135,0.323,0.467,0.083,83.4,0.382,0.368,0.479,0.461,0.197
4562,BRK,95.0,38.0,87.0,52.0,9.0,35.0,0.489,Home,94.9,0.138,0.402,0.515,0.115,110.9,0.202,0.319,0.542,0.511,0.16
4563,TOR,95.0,34.0,85.0,48.0,11.0,37.0,0.465,Home,101.9,0.271,0.435,0.499,0.188,110.5,0.198,0.462,0.521,0.495,0.143
4564,ATL,95.0,38.0,99.0,65.0,10.0,34.0,0.434,Away,99.3,0.152,0.343,0.45,0.091,105.6,0.303,0.315,0.501,0.455,0.225
4565,MIL,95.0,32.0,84.0,42.0,12.0,42.0,0.452,Away,89.4,0.345,0.5,0.491,0.226,128.9,0.323,0.365,0.625,0.609,0.208
4566,ORL,94.0,33.0,83.0,44.0,13.0,39.0,0.476,Home,95.3,0.229,0.47,0.514,0.181,119.6,0.102,0.432,0.642,0.625,0.091
4567,SAS,94.0,35.0,90.0,50.0,13.0,40.0,0.461,Away,97.5,0.156,0.444,0.489,0.122,119.3,0.292,0.371,0.572,0.539,0.213
4568,LAC,94.0,34.0,90.0,55.0,11.0,35.0,0.439,Away,92.5,0.2,0.389,0.48,0.167,106.3,0.177,0.344,0.522,0.495,0.135
4569,SAS,94.0,36.0,93.0,54.0,9.0,39.0,0.435,Away,84.4,0.215,0.419,0.462,0.14,116.7,0.245,0.439,0.599,0.597,0.133
4570,WAS,94.0,35.0,76.0,53.0,8.0,23.0,0.513,Away,99.1,0.263,0.303,0.554,0.211,123.3,0.253,0.218,0.605,0.575,0.195
4571,MIN,94.0,34.0,86.0,50.0,11.0,36.0,0.459,Home,96.7,0.244,0.419,0.493,0.174,120.4,0.284,0.309,0.642,0.586,0.272
4572,UTA,94.0,30.0,85.0,51.0,10.0,34.0,0.412,Home,91.6,0.424,0.4,0.466,0.282,99.4,0.275,0.286,0.5,0.473,0.176
4573,BOS,94.0,37.0,84.0,42.0,9.0,42.0,0.494,Away,100.8,0.167,0.5,0.521,0.131,116.9,0.436,0.397,0.586,0.551,0.295
4574,DEN,94.0,36.0,89.0,52.0,11.0,37.0,0.466,Away,96.4,0.157,0.416,0.494,0.124,114.8,0.084,0.463,0.568,0.553,0.074
4575,BOS,94.0,29.0,75.0,37.0,10.0,38.0,0.453,Home,96.3,0.413,0.507,0.53,0.347,108.6,0.147,0.337,0.524,0.495,0.126
4576,ORL,94.0,33.0,87.0,49.0,6.0,38.0,0.414,Away,95.7,0.333,0.437,0.471,0.253,106.9,0.333,0.449,0.587,0.526,0.295
4577,GSW,94.0,35.0,74.0,39.0,12.0,35.0,0.554,Away,99.8,0.176,0.473,0.59,0.162,140.2,0.368,0.46,0.653,0.615,0.287
4578,DET,94.0,36.0,79.0,51.0,8.0,28.0,0.506,Home,101.0,0.329,0.354,0.52,0.177,109.6,0.429,0.364,0.557,0.481,0.364
4579,SAS,94.0,38.0,100.0,67.0,6.0,33.0,0.41,Home,93.8,0.16,0.33,0.439,0.12,104.8,0.241,0.325,0.572,0.53,0.205
4580,ORL,94.0,36.0,73.0,52.0,8.0,21.0,0.548,Home,101.1,0.288,0.288,0.571,0.192,93.6,0.224,0.494,0.466,0.441,0.141
4581,BRK,94.0,35.0,80.0,51.0,10.0,29.0,0.5,Away,109.0,0.238,0.363,0.532,0.175,111.3,0.333,0.389,0.581,0.528,0.278
4582,OKC,94.0,36.0,84.0,49.0,12.0,35.0,0.5,Away,99.6,0.19,0.417,0.516,0.119,114.4,0.189,0.522,0.554,0.517,0.167
4583,CHO,94.0,32.0,86.0,44.0,14.0,42.0,0.453,Home,100.7,0.267,0.488,0.489,0.186,105.0,0.262,0.429,0.523,0.464,0.238
4584,WAS,94.0,38.0,98.0,66.0,7.0,32.0,0.423,Away,98.3,0.163,0.327,0.447,0.112,117.2,0.253,0.595,0.638,0.589,0.241
4585,LAC,94.0,35.0,83.0,52.0,10.0,31.0,0.482,Away,93.8,0.217,0.373,0.517,0.169,107.8,0.227,0.273,0.446,0.4,0.182
4586,TOR,94.0,36.0,92.0,50.0,12.0,42.0,0.457,Away,97.3,0.12,0.457,0.485,0.109,108.6,0.138,0.494,0.569,0.546,0.115
4587,SAS,94.0,32.0,80.0,49.0,10.0,31.0,0.463,Home,98.6,0.338,0.388,0.512,0.25,104.8,0.407,0.395,0.523,0.457,0.321
4588,POR,94.0,36.0,69.0,38.0,11.0,31.0,0.601,Away,102.6,0.188,0.449,0.629,0.159,138.6,0.333,0.398,0.595,0.543,0.28
4589,CHI,94.0,35.0,80.0,57.0,7.0,23.0,0.481,Home,95.7,0.288,0.288,0.522,0.213,119.2,0.25,0.42,0.599,0.585,0.159
4590,POR,94.0,35.0,83.0,51.0,11.0,32.0,0.488,Away,100.6,0.193,0.386,0.522,0.157,104.8,0.272,0.358,0.54,0.537,0.136
4591,PHI,94.0,31.0,69.0,43.0,7.0,26.0,0.5,Away,103.1,0.406,0.377,0.578,0.362,111.9,0.183,0.427,0.576,0.561,0.122
4592,WAS,94.0,38.0,79.0,53.0,6.0,26.0,0.519,Home,102.1,0.215,0.329,0.543,0.152,116.2,0.212,0.212,0.576,0.541,0.176
4593,CLE,94.0,34.0,82.0,51.0,7.0,31.0,0.457,Home,104.3,0.329,0.378,0.501,0.232,108.7,0.333,0.28,0.57,0.513,0.28
4594,ORL,94.0,34.0,79.0,43.0,10.0,36.0,0.494,Home,100.0,0.253,0.456,0.535,0.203,95.8,0.188,0.376,0.489,0.465,0.129
4595,DET,94.0,32.0,85.0,62.0,8.0,23.0,0.424,Away,100.6,0.318,0.271,0.485,0.259,110.2,0.212,0.341,0.554,0.524,0.165
4596,ATL,94.0,37.0,95.0,70.0,5.0,25.0,0.416,Away,99.6,0.168,0.263,0.461,0.158,109.2,0.148,0.409,0.55,0.523,0.125
4597,POR,94.0,35.0,98.0,56.0,14.0,42.0,0.429,Away,97.7,0.194,0.429,0.442,0.102,102.9,0.423,0.385,0.535,0.494,0.282
4598,GSW,94.0,36.0,83.0,41.0,13.0,42.0,0.512,Home,114.3,0.12,0.506,0.538,0.108,111.9,0.284,0.432,0.505,0.451,0.235
4599,CLE,94.0,35.0,76.0,49.0,6.0,27.0,0.5,Home,98.2,0.461,0.355,0.514,0.237,90.8,0.188,0.482,0.473,0.459,0.106
4600,MIL,94.0,34.0,88.0,57.0,6.0,31.0,0.42,Home,98.5,0.318,0.352,0.469,0.227,94.3,0.282,0.447,0.471,0.406,0.247
4601,LAC,94.0,38.0,100.0,62.0,12.0,38.0,0.44,Away,101.4,0.08,0.38,0.454,0.06,109.0,0.325,0.446,0.532,0.476,0.265
4602,IND,94.0,34.0,88.0,45.0,13.0,43.0,0.46,Home,97.0,0.205,0.489,0.49,0.148,115.5,0.261,0.318,0.571,0.517,0.239
4603,IND,94.0,32.0,76.0,38.0,9.0,38.0,0.48,Away,107.8,0.421,0.5,0.522,0.276,119.2,0.35,0.35,0.563,0.525,0.25
4604,DAL,94.0,38.0,81.0,57.0,9.0,24.0,0.525,Away,107.1,0.16,0.296,0.542,0.111,108.2,0.2,0.347,0.582,0.547,0.173
4605,NYK,94.0,31.0,81.0,50.0,8.0,31.0,0.432,Away,98.9,0.333,0.383,0.506,0.296,89.4,0.21,0.432,0.48,0.444,0.16
4606,DEN,94.0,33.0,84.0,40.0,13.0,44.0,0.47,Away,95.5,0.31,0.524,0.492,0.179,109.7,0.202,0.362,0.528,0.489,0.17
4607,MIA,94.0,38.0,85.0,45.0,13.0,40.0,0.524,Away,104.6,0.106,0.471,0.528,0.059,116.8,0.222,0.444,0.59,0.543,0.21
4608,ORL,94.0,33.0,88.0,50.0,13.0,38.0,0.449,Away,96.7,0.216,0.432,0.488,0.17,109.0,0.202,0.333,0.579,0.565,0.131
4609,POR,94.0,33.0,80.0,50.0,8.0,30.0,0.463,Away,95.1,0.35,0.375,0.509,0.25,105.2,0.373,0.554,0.538,0.482,0.289
4610,SAC,94.0,33.0,80.0,49.0,7.0,31.0,0.456,Home,102.5,0.363,0.388,0.507,0.263,111.3,0.318,0.376,0.526,0.476,0.247
4611,NOP,94.0,35.0,88.0,70.0,6.0,18.0,0.432,Away,94.7,0.216,0.205,0.488,0.205,111.8,0.198,0.418,0.561,0.538,0.143
4612,NOP,94.0,38.0,87.0,57.0,13.0,30.0,0.511,Home,102.5,0.092,0.345,0.519,0.057,88.3,0.056,0.411,0.439,0.428,0.044
4613,MEM,94.0,37.0,98.0,65.0,7.0,33.0,0.413,Home,90.2,0.235,0.337,0.435,0.133,114.1,0.096,0.394,0.607,0.585,0.096
4614,CLE,94.0,35.0,76.0,45.0,9.0,31.0,0.52,Home,103.6,0.276,0.408,0.551,0.197,106.9,0.202,0.333,0.53,0.476,0.202
4615,MIL,94.0,37.0,94.0,58.0,10.0,36.0,0.447,Away,96.1,0.191,0.383,0.461,0.106,103.2,0.16,0.333,0.582,0.574,0.099
4616,SAS,94.0,41.0,100.0,70.0,6.0,30.0,0.44,Away,96.1,0.09,0.3,0.452,0.06,101.2,0.213,0.447,0.482,0.436,0.181
4617,IND,94.0,37.0,83.0,58.0,6.0,25.0,0.482,Away,100.1,0.217,0.301,0.517,0.169,96.9,0.262,0.405,0.486,0.429,0.226
4618,HOU,94.0,35.0,75.0,47.0,8.0,28.0,0.52,Away,99.5,0.32,0.373,0.549,0.213,100.6,0.191,0.449,0.492,0.455,0.157
4619,OKC,94.0,35.0,90.0,53.0,11.0,37.0,0.45,Away,95.4,0.178,0.411,0.484,0.144,100.5,0.207,0.457,0.493,0.462,0.152
4620,IND,94.0,35.0,81.0,38.0,13.0,43.0,0.512,Home,97.0,0.198,0.531,0.534,0.136,100.1,0.13,0.348,0.499,0.484,0.087
4621,ATL,94.0,36.0,95.0,73.0,8.0,22.0,0.421,Away,95.6,0.2,0.232,0.455,0.147,124.1,0.221,0.442,0.646,0.605,0.209
4622,CHI,94.0,37.0,86.0,63.0,7.0,23.0,0.471,Away,95.4,0.174,0.267,0.508,0.151,89.3,0.144,0.311,0.46,0.433,0.111
4623,TOR,93.0,37.0,90.0,57.0,6.0,33.0,0.444,Away,97.0,0.189,0.367,0.477,0.144,101.2,0.202,0.427,0.5,0.489,0.112
4624,DEN,93.0,38.0,95.0,69.0,6.0,26.0,0.432,Away,95.6,0.211,0.274,0.448,0.116,102.7,0.239,0.307,0.514,0.477,0.182
4625,SAS,93.0,36.0,97.0,61.0,8.0,36.0,0.412,Away,86.3,0.186,0.371,0.443,0.134,127.1,0.231,0.484,0.683,0.67,0.165
4626,WAS,93.0,34.0,84.0,58.0,6.0,26.0,0.44,Away,102.6,0.274,0.31,0.494,0.226,123.6,0.288,0.363,0.621,0.581,0.238
4627,POR,93.0,30.0,82.0,43.0,11.0,39.0,0.433,Away,92.4,0.329,0.476,0.495,0.268,114.3,0.227,0.557,0.594,0.58,0.148
4628,NOP,93.0,34.0,76.0,49.0,6.0,27.0,0.487,Home,101.0,0.303,0.355,0.54,0.25,109.7,0.329,0.43,0.558,0.513,0.253
4629,TOR,93.0,36.0,93.0,68.0,9.0,25.0,0.435,Away,97.5,0.161,0.269,0.467,0.129,123.7,0.167,0.429,0.654,0.631,0.143
4630,IND,93.0,35.0,83.0,48.0,9.0,35.0,0.476,Away,96.7,0.241,0.422,0.507,0.169,117.5,0.267,0.444,0.562,0.522,0.211
4631,DET,93.0,31.0,79.0,56.0,6.0,23.0,0.43,Away,92.4,0.43,0.291,0.495,0.316,112.3,0.237,0.398,0.55,0.5,0.215
4632,WAS,93.0,36.0,84.0,59.0,9.0,25.0,0.482,Away,96.9,0.155,0.298,0.518,0.143,106.2,0.302,0.337,0.523,0.5,0.186
4633,BOS,93.0,33.0,76.0,37.0,9.0,39.0,0.493,Away,97.8,0.342,0.513,0.532,0.237,118.8,0.233,0.278,0.569,0.544,0.167
4634,MIA,93.0,31.0,79.0,39.0,14.0,40.0,0.481,Away,96.3,0.278,0.506,0.524,0.215,104.5,0.1,0.356,0.537,0.511,0.1
4635,MIL,93.0,32.0,98.0,55.0,12.0,43.0,0.388,Away,95.4,0.235,0.439,0.43,0.173,113.8,0.176,0.365,0.606,0.576,0.153
4636,HOU,93.0,34.0,88.0,60.0,8.0,28.0,0.432,Away,93.7,0.261,0.318,0.474,0.193,95.7,0.195,0.414,0.503,0.477,0.138
4637,CHO,93.0,33.0,86.0,48.0,11.0,38.0,0.448,Away,92.6,0.279,0.442,0.482,0.186,112.5,0.306,0.435,0.586,0.553,0.224
4638,TOR,93.0,35.0,93.0,67.0,7.0,26.0,0.414,Away,105.5,0.247,0.28,0.451,0.172,99.9,0.384,0.37,0.516,0.459,0.288
4639,NYK,93.0,31.0,83.0,43.0,16.0,40.0,0.47,Home,105.0,0.253,0.482,0.504,0.181,121.9,0.392,0.622,0.622,0.574,0.311
4640,LAC,93.0,33.0,88.0,54.0,11.0,34.0,0.438,Home,96.9,0.25,0.386,0.476,0.182,120.8,0.337,0.326,0.568,0.545,0.213
4641,TOR,93.0,37.0,84.0,61.0,6.0,23.0,0.476,Away,94.2,0.274,0.274,0.494,0.155,126.5,0.096,0.426,0.638,0.633,0.064
4642,CLE,93.0,36.0,77.0,53.0,8.0,24.0,0.519,Away,102.8,0.195,0.312,0.556,0.169,113.8,0.266,0.278,0.584,0.544,0.215
4643,DET,93.0,34.0,104.0,78.0,10.0,26.0,0.375,Home,96.2,0.192,0.25,0.412,0.144,105.5,0.305,0.341,0.548,0.506,0.232
4644,POR,93.0,40.0,101.0,68.0,6.0,33.0,0.426,Home,97.3,0.099,0.327,0.441,0.069,100.4,0.241,0.483,0.499,0.466,0.172
4645,CLE,93.0,36.0,84.0,53.0,9.0,31.0,0.482,Home,105.0,0.167,0.369,0.516,0.143,101.6,0.247,0.353,0.478,0.424,0.212
4646,NYK,93.0,35.0,84.0,46.0,12.0,38.0,0.488,Away,99.5,0.25,0.452,0.499,0.131,101.6,0.247,0.444,0.529,0.512,0.148
4647,ATL,93.0,35.0,78.0,52.0,7.0,26.0,0.494,Away,101.1,0.244,0.333,0.538,0.205,115.2,0.076,0.359,0.557,0.543,0.065
4648,CLE,93.0,35.0,83.0,55.0,8.0,28.0,0.47,Away,98.7,0.277,0.337,0.499,0.181,116.8,0.189,0.322,0.564,0.55,0.122
4649,MIA,93.0,36.0,89.0,55.0,10.0,34.0,0.461,Home,105.5,0.202,0.382,0.48,0.124,94.1,0.236,0.444,0.522,0.5,0.153
4650,BRK,93.0,39.0,102.0,56.0,9.0,46.0,0.426,Home,92.8,0.078,0.451,0.441,0.059,99.8,0.138,0.33,0.501,0.468,0.128
4651,GSW,93.0,34.0,85.0,37.0,12.0,48.0,0.471,Away,100.3,0.212,0.565,0.5,0.153,110.0,0.342,0.355,0.583,0.52,0.303
4652,DET,93.0,35.0,90.0,53.0,12.0,37.0,0.456,Away,95.2,0.133,0.411,0.488,0.122,111.5,0.168,0.389,0.534,0.5,0.147
4653,DAL,93.0,39.0,84.0,55.0,4.0,29.0,0.488,Away,107.3,0.143,0.345,0.521,0.131,122.3,0.138,0.414,0.574,0.546,0.126
4654,MIL,93.0,32.0,85.0,54.0,11.0,31.0,0.441,Away,104.6,0.294,0.365,0.484,0.212,109.0,0.159,0.455,0.515,0.5,0.102
4655,DET,93.0,34.0,95.0,50.0,11.0,45.0,0.416,Away,93.9,0.2,0.474,0.45,0.147,115.1,0.195,0.414,0.603,0.569,0.172
4656,CHI,93.0,34.0,78.0,51.0,8.0,27.0,0.487,Away,93.0,0.282,0.346,0.53,0.218,119.0,0.172,0.495,0.595,0.565,0.151
4657,DEN,93.0,36.0,88.0,51.0,9.0,37.0,0.46,Away,97.9,0.182,0.42,0.489,0.136,95.8,0.101,0.461,0.489,0.466,0.09
4658,MIL,93.0,36.0,89.0,50.0,10.0,39.0,0.461,Home,89.3,0.18,0.438,0.484,0.124,97.9,0.253,0.326,0.483,0.447,0.179
4659,BRK,93.0,33.0,85.0,42.0,14.0,43.0,0.471,Home,92.0,0.165,0.506,0.51,0.153,104.8,0.271,0.302,0.493,0.438,0.229
4660,CHI,92.0,36.0,83.0,50.0,11.0,33.0,0.5,Away,97.3,0.133,0.398,0.524,0.108,111.0,0.12,0.5,0.542,0.522,0.098
4661,MIA,92.0,35.0,79.0,40.0,13.0,39.0,0.525,Away,102.4,0.177,0.494,0.54,0.114,112.4,0.303,0.408,0.586,0.586,0.158
4662,MIA,92.0,32.0,80.0,47.0,10.0,33.0,0.463,Away,103.7,0.238,0.413,0.521,0.225,119.5,0.097,0.387,0.547,0.527,0.086
4663,BOS,92.0,31.0,89.0,42.0,12.0,47.0,0.416,Home,92.2,0.236,0.528,0.468,0.202,95.2,0.221,0.337,0.503,0.453,0.198
4664,MIL,92.0,33.0,90.0,47.0,12.0,43.0,0.433,Away,95.0,0.2,0.478,0.47,0.156,100.2,0.132,0.297,0.504,0.473,0.121
