,Team,PTS,FG,FGA,2PA,3P,3PA,eFG%,Home/Away,ORtg,FTr,3PAr,TS%,FT/FGA,ORtg_opponent,FTr_opponent,3PAr_opponent,TS%_opponent,eFG%_opponent,FT/FGA_opponent
2851,CHI,110.0,44.0,89.0,57.0,11.0,32.0,0.556,Away,113.2,0.191,0.36,0.57,0.124,127.6,0.282,0.388,0.649,0.606,0.247
2852,SAS,110.0,44.0,85.0,56.0,9.0,29.0,0.571,Away,113.8,0.2,0.341,0.595,0.153,121.1,0.329,0.405,0.647,0.614,0.253
2853,BRK,110.0,40.0,83.0,48.0,16.0,35.0,0.578,Away,113.6,0.253,0.422,0.596,0.169,98.1,0.235,0.365,0.506,0.465,0.188
2854,POR,110.0,38.0,72.0,35.0,16.0,37.0,0.639,Away,117.3,0.292,0.514,0.677,0.25,114.1,0.179,0.464,0.591,0.56,0.155
2855,UTA,110.0,35.0,75.0,35.0,15.0,40.0,0.567,Away,111.6,0.347,0.533,0.636,0.333,103.4,0.149,0.379,0.55,0.54,0.092
2856,TOR,110.0,39.0,88.0,54.0,11.0,34.0,0.506,Away,114.3,0.284,0.386,0.556,0.239,115.4,0.325,0.442,0.631,0.584,0.273
2857,OKC,110.0,45.0,93.0,64.0,6.0,29.0,0.516,Home,110.1,0.204,0.312,0.543,0.151,122.2,0.19,0.369,0.67,0.643,0.167
2858,MIA,110.0,44.0,89.0,55.0,11.0,34.0,0.556,Home,113.3,0.146,0.382,0.581,0.124,110.2,0.163,0.419,0.581,0.552,0.14
2859,MIL,110.0,38.0,87.0,47.0,11.0,40.0,0.5,Home,112.3,0.333,0.46,0.551,0.264,110.3,0.228,0.315,0.533,0.489,0.196
2860,DEN,110.0,41.0,96.0,56.0,15.0,40.0,0.505,Away,113.0,0.188,0.417,0.529,0.135,124.3,0.208,0.313,0.577,0.547,0.167
2861,MIA,110.0,39.0,88.0,45.0,14.0,43.0,0.523,Away,112.5,0.25,0.489,0.563,0.205,125.8,0.163,0.5,0.624,0.598,0.141
2862,SAC,110.0,40.0,83.0,45.0,12.0,38.0,0.554,Home,113.5,0.265,0.458,0.593,0.217,129.0,0.196,0.359,0.626,0.609,0.141
2863,LAC,110.0,44.0,82.0,54.0,9.0,28.0,0.591,Away,115.3,0.22,0.341,0.612,0.159,123.6,0.084,0.4,0.599,0.584,0.074
2864,MIL,110.0,39.0,88.0,52.0,10.0,36.0,0.5,Home,107.5,0.33,0.409,0.546,0.25,96.8,0.349,0.314,0.499,0.436,0.279
2865,DEN,110.0,42.0,92.0,58.0,9.0,34.0,0.505,Home,107.4,0.228,0.37,0.543,0.185,96.7,0.178,0.333,0.51,0.489,0.122
2866,DEN,110.0,45.0,91.0,60.0,12.0,31.0,0.56,Away,116.9,0.154,0.341,0.566,0.088,143.5,0.373,0.422,0.698,0.675,0.277
2867,MEM,110.0,39.0,102.0,55.0,15.0,47.0,0.456,Home,107.8,0.265,0.461,0.483,0.167,136.2,0.131,0.485,0.664,0.636,0.131
2868,BRK,110.0,41.0,93.0,52.0,14.0,41.0,0.516,Away,113.6,0.194,0.441,0.545,0.151,101.2,0.434,0.458,0.496,0.464,0.253
2869,LAL,110.0,39.0,86.0,57.0,9.0,29.0,0.506,Away,102.7,0.349,0.337,0.554,0.267,113.0,0.088,0.382,0.571,0.559,0.069
2870,DET,110.0,40.0,94.0,46.0,15.0,48.0,0.505,Away,111.3,0.191,0.511,0.54,0.16,102.2,0.345,0.405,0.522,0.494,0.214
2871,ORL,110.0,40.0,96.0,62.0,11.0,34.0,0.474,Away,108.6,0.229,0.354,0.52,0.198,125.4,0.283,0.391,0.614,0.582,0.217
2872,LAL,110.0,40.0,89.0,45.0,12.0,44.0,0.517,Away,119.5,0.247,0.494,0.557,0.202,139.1,0.264,0.529,0.659,0.632,0.207
2873,BRK,110.0,43.0,97.0,63.0,7.0,34.0,0.479,Home,110.4,0.268,0.351,0.507,0.175,119.5,0.235,0.327,0.55,0.515,0.184
2874,ORL,110.0,45.0,106.0,70.0,13.0,36.0,0.486,Home,106.3,0.066,0.34,0.504,0.066,110.2,0.245,0.367,0.525,0.485,0.194
2875,BRK,110.0,39.0,83.0,50.0,11.0,33.0,0.536,Away,113.8,0.313,0.398,0.582,0.253,98.3,0.347,0.453,0.55,0.507,0.253
2876,GSW,110.0,43.0,90.0,49.0,14.0,41.0,0.556,Away,115.0,0.144,0.456,0.575,0.111,126.6,0.213,0.416,0.621,0.596,0.169
2877,DAL,110.0,42.0,86.0,53.0,8.0,33.0,0.535,Home,114.5,0.256,0.384,0.575,0.209,94.7,0.341,0.341,0.482,0.427,0.256
2878,SAC,110.0,43.0,82.0,45.0,12.0,37.0,0.598,Away,111.1,0.207,0.451,0.615,0.146,110.1,0.121,0.396,0.569,0.538,0.121
2879,DAL,110.0,40.0,83.0,37.0,14.0,46.0,0.566,Home,115.6,0.253,0.554,0.596,0.193,113.5,0.319,0.396,0.52,0.467,0.253
2880,SAS,110.0,38.0,98.0,58.0,15.0,40.0,0.464,Away,116.5,0.255,0.408,0.505,0.194,114.4,0.233,0.367,0.544,0.517,0.167
2881,BOS,110.0,38.0,81.0,41.0,15.0,40.0,0.562,Away,120.2,0.272,0.494,0.607,0.235,96.2,0.186,0.558,0.473,0.436,0.151
2882,CHI,110.0,43.0,91.0,57.0,12.0,34.0,0.538,Away,107.9,0.187,0.374,0.558,0.132,122.6,0.349,0.47,0.653,0.62,0.265
2883,PHI,110.0,36.0,84.0,51.0,12.0,33.0,0.5,Home,112.2,0.381,0.393,0.561,0.31,116.3,0.244,0.402,0.628,0.616,0.159
2884,BRK,110.0,44.0,89.0,60.0,6.0,29.0,0.528,Home,115.5,0.247,0.326,0.557,0.18,112.3,0.253,0.349,0.58,0.536,0.217
2885,MIN,110.0,41.0,90.0,45.0,15.0,45.0,0.539,Away,113.1,0.144,0.5,0.575,0.144,121.3,0.291,0.465,0.608,0.558,0.256
2886,ATL,110.0,42.0,93.0,55.0,11.0,38.0,0.511,Away,111.6,0.237,0.409,0.536,0.161,114.6,0.247,0.355,0.548,0.527,0.161
2887,LAL,110.0,43.0,91.0,65.0,8.0,26.0,0.516,Away,108.5,0.253,0.286,0.544,0.176,115.4,0.357,0.31,0.602,0.601,0.19
2888,OKC,110.0,40.0,86.0,51.0,11.0,35.0,0.529,Home,105.3,0.314,0.407,0.562,0.221,125.4,0.345,0.356,0.654,0.621,0.264
2889,CHI,110.0,39.0,93.0,73.0,9.0,20.0,0.468,Home,105.2,0.323,0.215,0.518,0.247,111.0,0.26,0.23,0.52,0.475,0.21
2890,SAC,110.0,38.0,89.0,59.0,9.0,30.0,0.478,Away,107.2,0.371,0.337,0.531,0.281,112.0,0.354,0.524,0.607,0.561,0.28
2891,SAC,110.0,43.0,86.0,57.0,9.0,29.0,0.552,Home,105.9,0.209,0.337,0.586,0.174,123.3,0.233,0.407,0.675,0.645,0.198
2892,WAS,110.0,41.0,88.0,50.0,13.0,38.0,0.54,Home,116.7,0.239,0.432,0.566,0.17,130.5,0.382,0.368,0.693,0.645,0.329
2893,DEN,110.0,39.0,84.0,47.0,14.0,37.0,0.548,Away,117.0,0.25,0.44,0.59,0.214,116.0,0.193,0.386,0.571,0.557,0.125
2894,NOP,110.0,42.0,80.0,48.0,8.0,32.0,0.575,Home,111.1,0.25,0.4,0.619,0.225,98.0,0.36,0.488,0.487,0.448,0.233
2895,GSW,110.0,41.0,82.0,39.0,15.0,43.0,0.591,Away,115.2,0.207,0.524,0.615,0.159,102.6,0.189,0.4,0.503,0.472,0.144
2896,LAL,110.0,41.0,88.0,59.0,11.0,29.0,0.528,Away,116.7,0.284,0.33,0.556,0.193,117.7,0.124,0.337,0.591,0.59,0.067
2897,TOR,110.0,39.0,81.0,55.0,12.0,26.0,0.556,Home,119.1,0.358,0.321,0.587,0.247,114.8,0.321,0.385,0.596,0.538,0.282
2898,SAS,110.0,45.0,100.0,63.0,13.0,37.0,0.515,Away,112.0,0.08,0.37,0.531,0.07,117.0,0.124,0.33,0.562,0.552,0.082
2899,ORL,110.0,43.0,84.0,50.0,11.0,34.0,0.577,Home,112.9,0.19,0.405,0.604,0.155,110.8,0.222,0.469,0.607,0.58,0.173
2900,GSW,110.0,40.0,98.0,53.0,14.0,45.0,0.48,Home,114.7,0.184,0.459,0.519,0.163,110.5,0.214,0.286,0.494,0.454,0.173
2901,OKC,110.0,43.0,95.0,52.0,14.0,43.0,0.526,Home,105.6,0.179,0.453,0.537,0.105,108.5,0.305,0.411,0.524,0.5,0.189
2902,HOU,110.0,38.0,79.0,38.0,10.0,41.0,0.544,Home,110.0,0.392,0.519,0.594,0.304,124.9,0.247,0.481,0.696,0.673,0.198
2903,SAS,110.0,43.0,94.0,57.0,9.0,37.0,0.505,Home,111.5,0.202,0.394,0.537,0.16,119.6,0.289,0.256,0.582,0.55,0.211
2904,MIA,110.0,37.0,74.0,37.0,16.0,37.0,0.608,Home,120.8,0.297,0.5,0.657,0.27,105.4,0.205,0.53,0.531,0.512,0.133
2905,DEN,110.0,36.0,84.0,52.0,11.0,32.0,0.494,Away,108.4,0.369,0.381,0.563,0.321,103.5,0.144,0.371,0.509,0.485,0.113
2906,OKC,110.0,38.0,92.0,47.0,16.0,45.0,0.5,Home,108.8,0.261,0.489,0.536,0.196,109.8,0.213,0.438,0.57,0.545,0.157
2907,NYK,110.0,39.0,91.0,55.0,16.0,36.0,0.516,Home,115.9,0.209,0.396,0.554,0.176,107.5,0.38,0.519,0.553,0.519,0.253
2908,ATL,110.0,38.0,68.0,35.0,14.0,33.0,0.662,Home,123.0,0.353,0.485,0.7,0.294,120.7,0.141,0.471,0.598,0.571,0.129
2909,ORL,110.0,40.0,90.0,55.0,18.0,35.0,0.544,Away,113.5,0.178,0.389,0.567,0.133,126.9,0.325,0.337,0.648,0.602,0.277
2910,NYK,110.0,37.0,80.0,42.0,12.0,38.0,0.538,Home,111.4,0.413,0.475,0.582,0.3,113.4,0.469,0.506,0.573,0.512,0.358
2911,WAS,110.0,39.0,90.0,53.0,12.0,37.0,0.5,Home,106.1,0.256,0.411,0.549,0.222,111.0,0.412,0.459,0.573,0.535,0.282
2912,NOP,110.0,36.0,89.0,56.0,10.0,33.0,0.461,Home,112.8,0.36,0.371,0.534,0.315,126.2,0.235,0.365,0.656,0.641,0.165
2913,MEM,110.0,42.0,90.0,63.0,9.0,27.0,0.517,Away,116.1,0.244,0.3,0.552,0.189,111.9,0.228,0.37,0.524,0.489,0.174
2914,HOU,110.0,41.0,93.0,51.0,14.0,42.0,0.516,Home,110.2,0.183,0.452,0.547,0.151,120.3,0.36,0.384,0.602,0.547,0.302
2915,PHI,110.0,42.0,100.0,68.0,13.0,32.0,0.485,Away,113.4,0.2,0.32,0.506,0.13,105.2,0.333,0.333,0.549,0.5,0.259
2916,WAS,110.0,45.0,90.0,61.0,9.0,29.0,0.55,Home,116.8,0.189,0.322,0.564,0.122,98.7,0.277,0.337,0.499,0.47,0.181
2917,ORL,110.0,38.0,83.0,44.0,12.0,39.0,0.53,Home,112.2,0.313,0.47,0.582,0.265,129.5,0.259,0.435,0.671,0.653,0.188
2918,UTA,110.0,39.0,86.0,55.0,9.0,31.0,0.506,Away,105.8,0.349,0.36,0.554,0.267,100.0,0.09,0.3,0.5,0.5,0.04
2919,LAL,110.0,44.0,94.0,67.0,5.0,27.0,0.495,Home,106.7,0.319,0.287,0.513,0.181,133.9,0.347,0.411,0.63,0.579,0.295
2920,NOP,110.0,37.0,86.0,56.0,13.0,30.0,0.506,Away,118.9,0.302,0.349,0.564,0.267,112.5,0.239,0.364,0.535,0.483,0.216
2921,LAL,110.0,42.0,82.0,48.0,12.0,34.0,0.585,Away,111.5,0.268,0.415,0.6,0.171,116.5,0.333,0.323,0.539,0.484,0.269
2922,MIN,110.0,41.0,98.0,54.0,12.0,44.0,0.48,Home,104.4,0.245,0.449,0.507,0.163,87.3,0.372,0.551,0.507,0.462,0.256
2923,OKC,110.0,39.0,93.0,58.0,13.0,35.0,0.489,Home,113.3,0.204,0.376,0.543,0.204,116.4,0.45,0.35,0.59,0.556,0.3
2924,PHI,110.0,36.0,75.0,41.0,13.0,34.0,0.567,Away,116.3,0.4,0.453,0.624,0.333,112.1,0.263,0.363,0.594,0.55,0.225
2925,OKC,110.0,38.0,84.0,44.0,17.0,40.0,0.554,Away,114.0,0.238,0.476,0.593,0.202,113.0,0.161,0.441,0.547,0.532,0.108
2926,MIN,110.0,39.0,98.0,58.0,17.0,40.0,0.485,Home,116.1,0.194,0.408,0.517,0.153,127.8,0.211,0.544,0.615,0.583,0.178
2927,WAS,110.0,43.0,81.0,66.0,7.0,15.0,0.574,Away,121.5,0.259,0.185,0.609,0.21,128.1,0.268,0.28,0.633,0.579,0.256
2928,BRK,110.0,36.0,76.0,53.0,6.0,23.0,0.513,Home,110.6,0.539,0.303,0.585,0.421,105.6,0.258,0.452,0.507,0.457,0.215
2929,OKC,110.0,40.0,85.0,53.0,8.0,32.0,0.518,Home,113.5,0.341,0.376,0.563,0.259,117.6,0.278,0.468,0.643,0.601,0.241
2930,POR,110.0,41.0,96.0,54.0,14.0,42.0,0.5,Home,111.0,0.188,0.438,0.529,0.146,92.9,0.395,0.461,0.516,0.441,0.329
2931,NYK,110.0,44.0,91.0,59.0,11.0,32.0,0.544,Away,117.9,0.132,0.352,0.571,0.121,120.1,0.294,0.329,0.583,0.529,0.259
2932,LAL,110.0,43.0,86.0,54.0,9.0,32.0,0.552,Home,108.9,0.291,0.372,0.567,0.174,104.9,0.213,0.371,0.544,0.5,0.191
2933,UTA,110.0,39.0,86.0,39.0,15.0,47.0,0.541,Away,113.8,0.233,0.547,0.58,0.198,107.6,0.268,0.439,0.567,0.543,0.183
2934,MIN,110.0,40.0,100.0,56.0,10.0,44.0,0.45,Away,113.2,0.28,0.44,0.49,0.2,98.8,0.205,0.364,0.5,0.455,0.182
2935,ATL,110.0,41.0,81.0,44.0,13.0,37.0,0.586,Home,119.7,0.222,0.457,0.619,0.185,107.8,0.202,0.488,0.541,0.506,0.167
2936,MIN,110.0,39.0,95.0,51.0,17.0,44.0,0.5,Away,113.3,0.211,0.463,0.53,0.158,126.7,0.471,0.471,0.599,0.535,0.376
2937,UTA,110.0,41.0,81.0,43.0,15.0,38.0,0.599,Home,119.6,0.198,0.469,0.625,0.16,106.5,0.118,0.412,0.548,0.541,0.071
2938,POR,110.0,40.0,82.0,43.0,17.0,39.0,0.591,Home,116.2,0.183,0.476,0.621,0.159,112.0,0.114,0.477,0.574,0.568,0.068
2939,CHO,110.0,43.0,92.0,57.0,11.0,35.0,0.527,Away,108.6,0.228,0.38,0.543,0.141,138.3,0.299,0.506,0.711,0.678,0.253
2940,DAL,110.0,37.0,84.0,42.0,14.0,42.0,0.524,Home,119.1,0.369,0.5,0.563,0.262,135.3,0.361,0.301,0.65,0.596,0.313
2941,CHO,110.0,42.0,101.0,62.0,15.0,39.0,0.49,Home,110.4,0.149,0.386,0.511,0.109,113.4,0.422,0.311,0.529,0.483,0.289
2942,DET,110.0,36.0,89.0,46.0,14.0,43.0,0.483,Home,115.5,0.337,0.483,0.538,0.27,108.2,0.172,0.368,0.55,0.529,0.126
2943,TOR,110.0,43.0,86.0,56.0,9.0,30.0,0.552,Home,116.5,0.256,0.349,0.575,0.174,115.4,0.184,0.391,0.58,0.563,0.126
2944,PHI,110.0,38.0,76.0,49.0,12.0,27.0,0.579,Home,112.2,0.316,0.355,0.635,0.289,104.0,0.314,0.453,0.521,0.483,0.221
2945,SAC,110.0,42.0,95.0,57.0,15.0,38.0,0.521,Away,110.0,0.158,0.4,0.541,0.116,107.0,0.258,0.237,0.517,0.484,0.183
2946,DEN,110.0,42.0,83.0,55.0,10.0,28.0,0.566,Away,109.9,0.289,0.337,0.588,0.193,121.9,0.341,0.459,0.624,0.588,0.259
2947,ORL,110.0,36.0,88.0,45.0,12.0,43.0,0.477,Away,106.1,0.386,0.489,0.534,0.295,100.3,0.25,0.48,0.468,0.435,0.17
2948,UTA,110.0,37.0,90.0,48.0,16.0,42.0,0.5,Away,107.6,0.256,0.467,0.549,0.222,98.8,0.212,0.364,0.467,0.434,0.152
2949,DEN,110.0,44.0,83.0,44.0,17.0,39.0,0.633,Away,111.5,0.108,0.47,0.632,0.06,99.3,0.195,0.425,0.519,0.494,0.138
2950,WAS,109.0,41.0,97.0,52.0,14.0,45.0,0.495,Home,106.5,0.216,0.464,0.513,0.134,111.4,0.311,0.233,0.557,0.522,0.222
2951,DEN,109.0,42.0,84.0,56.0,7.0,28.0,0.542,Home,116.2,0.298,0.333,0.574,0.214,101.3,0.176,0.506,0.519,0.5,0.118
2952,CHO,109.0,38.0,88.0,47.0,13.0,41.0,0.506,Home,103.7,0.307,0.466,0.546,0.227,106.6,0.315,0.236,0.553,0.511,0.236
2953,POR,109.0,42.0,97.0,55.0,14.0,42.0,0.505,Away,111.4,0.175,0.433,0.522,0.113,121.6,0.253,0.552,0.615,0.586,0.195
2954,HOU,109.0,44.0,102.0,68.0,13.0,34.0,0.495,Home,112.9,0.098,0.333,0.512,0.078,138.8,0.301,0.323,0.636,0.608,0.226
2955,WAS,109.0,39.0,79.0,42.0,16.0,37.0,0.595,Away,110.8,0.228,0.468,0.627,0.19,119.9,0.205,0.364,0.615,0.597,0.148
2956,WAS,109.0,41.0,105.0,55.0,17.0,50.0,0.471,Home,106.1,0.114,0.476,0.494,0.095,112.9,0.295,0.273,0.583,0.545,0.227
2957,NOP,109.0,42.0,90.0,63.0,12.0,27.0,0.533,Away,111.0,0.156,0.3,0.567,0.144,122.2,0.268,0.488,0.654,0.634,0.195
2958,DAL,109.0,41.0,84.0,48.0,9.0,36.0,0.542,Home,110.5,0.286,0.429,0.576,0.214,118.6,0.303,0.315,0.58,0.545,0.225
2959,SAC,109.0,39.0,81.0,37.0,17.0,44.0,0.586,Home,116.5,0.259,0.543,0.604,0.173,141.1,0.25,0.478,0.646,0.63,0.174
2960,BRK,109.0,41.0,92.0,59.0,9.0,33.0,0.495,Home,114.5,0.25,0.359,0.534,0.196,120.8,0.253,0.349,0.623,0.59,0.205
2961,IND,109.0,37.0,82.0,56.0,9.0,26.0,0.506,Away,107.3,0.415,0.317,0.562,0.317,113.2,0.356,0.344,0.552,0.511,0.256
2962,CHI,109.0,39.0,94.0,61.0,7.0,33.0,0.452,Away,100.0,0.309,0.351,0.51,0.255,96.4,0.244,0.4,0.527,0.478,0.211
2963,CLE,109.0,40.0,85.0,44.0,14.0,41.0,0.553,Home,121.1,0.259,0.482,0.576,0.176,131.1,0.36,0.48,0.679,0.633,0.307
2964,BOS,109.0,39.0,87.0,45.0,12.0,42.0,0.517,Away,115.6,0.241,0.483,0.566,0.218,117.7,0.3,0.389,0.545,0.506,0.222
2965,ATL,109.0,37.0,79.0,49.0,9.0,30.0,0.525,Away,112.5,0.38,0.38,0.591,0.329,120.8,0.277,0.422,0.628,0.584,0.241
2966,WAS,109.0,38.0,75.0,51.0,14.0,24.0,0.6,Home,111.1,0.293,0.32,0.644,0.253,118.3,0.156,0.333,0.603,0.589,0.111
2967,LAL,109.0,38.0,86.0,52.0,13.0,34.0,0.517,Away,101.7,0.267,0.395,0.567,0.233,112.9,0.152,0.277,0.506,0.482,0.116
2968,NYK,109.0,37.0,78.0,47.0,12.0,31.0,0.551,Home,116.9,0.436,0.397,0.586,0.295,100.8,0.167,0.5,0.521,0.494,0.131
2969,GSW,109.0,39.0,91.0,49.0,15.0,42.0,0.511,Home,108.5,0.242,0.462,0.541,0.176,103.5,0.233,0.5,0.524,0.517,0.122
2970,WAS,109.0,39.0,79.0,35.0,19.0,44.0,0.614,Home,112.7,0.152,0.557,0.647,0.152,118.9,0.174,0.315,0.581,0.554,0.141
2971,CLE,109.0,43.0,90.0,64.0,6.0,26.0,0.511,Home,119.3,0.222,0.289,0.552,0.189,125.8,0.274,0.429,0.611,0.565,0.238
2972,DAL,109.0,39.0,84.0,45.0,14.0,39.0,0.548,Away,113.1,0.238,0.464,0.587,0.202,122.4,0.179,0.369,0.651,0.637,0.131
2973,DET,109.0,43.0,84.0,55.0,11.0,29.0,0.577,Away,111.8,0.19,0.345,0.599,0.143,130.2,0.109,0.489,0.659,0.647,0.087
2974,SAC,109.0,37.0,83.0,45.0,14.0,38.0,0.53,Away,113.3,0.289,0.458,0.583,0.253,124.7,0.182,0.25,0.631,0.608,0.148
2975,SAS,109.0,43.0,85.0,64.0,8.0,21.0,0.553,Away,117.3,0.235,0.247,0.581,0.176,125.9,0.321,0.359,0.657,0.622,0.256
2976,MEM,109.0,42.0,84.0,50.0,12.0,34.0,0.571,Away,115.6,0.25,0.405,0.585,0.155,126.2,0.295,0.58,0.598,0.563,0.227
2977,LAL,109.0,40.0,89.0,64.0,8.0,25.0,0.494,Away,103.7,0.292,0.281,0.543,0.236,98.0,0.125,0.458,0.508,0.479,0.115
2978,SAS,109.0,48.0,88.0,64.0,8.0,24.0,0.591,Home,109.7,0.08,0.273,0.598,0.057,119.7,0.211,0.3,0.605,0.578,0.167
2979,PHI,109.0,40.0,85.0,55.0,11.0,30.0,0.535,Home,105.0,0.271,0.353,0.573,0.212,114.6,0.303,0.293,0.53,0.48,0.242
2980,ORL,109.0,41.0,83.0,55.0,10.0,28.0,0.554,Home,112.2,0.289,0.337,0.583,0.205,131.8,0.235,0.432,0.716,0.691,0.198
2981,BOS,109.0,41.0,86.0,50.0,12.0,36.0,0.547,Away,116.9,0.198,0.419,0.583,0.174,105.1,0.131,0.405,0.552,0.53,0.107
2982,ORL,109.0,40.0,78.0,54.0,9.0,24.0,0.571,Away,113.0,0.321,0.308,0.612,0.256,109.9,0.218,0.402,0.556,0.517,0.184
2983,LAL,109.0,41.0,93.0,65.0,8.0,28.0,0.484,Away,103.7,0.269,0.301,0.524,0.204,116.1,0.172,0.424,0.573,0.54,0.152
2984,DAL,109.0,31.0,73.0,34.0,14.0,39.0,0.521,Away,115.4,0.575,0.534,0.596,0.452,127.0,0.211,0.295,0.578,0.547,0.168
2985,DET,109.0,44.0,93.0,62.0,11.0,31.0,0.532,Away,109.7,0.183,0.333,0.542,0.108,121.7,0.321,0.296,0.654,0.611,0.272
2986,MIL,109.0,37.0,84.0,36.0,20.0,48.0,0.56,Home,110.8,0.286,0.571,0.576,0.179,140.2,0.186,0.471,0.625,0.618,0.118
2987,MIA,109.0,43.0,95.0,66.0,8.0,29.0,0.495,Away,109.3,0.221,0.305,0.523,0.158,112.3,0.37,0.333,0.594,0.543,0.296
2988,MEM,109.0,39.0,94.0,55.0,9.0,39.0,0.463,Away,104.1,0.319,0.415,0.508,0.234,117.4,0.286,0.484,0.6,0.571,0.209
2989,MIN,109.0,44.0,91.0,59.0,10.0,32.0,0.538,Away,109.2,0.165,0.352,0.558,0.121,121.2,0.26,0.46,0.543,0.505,0.2
2990,NYK,109.0,39.0,83.0,57.0,8.0,26.0,0.518,Away,111.3,0.361,0.313,0.567,0.277,108.2,0.256,0.422,0.529,0.506,0.167
2991,MEM,109.0,34.0,90.0,45.0,12.0,45.0,0.444,Away,105.8,0.411,0.5,0.513,0.322,111.6,0.337,0.489,0.544,0.516,0.217
2992,BOS,109.0,35.0,84.0,38.0,11.0,46.0,0.482,Home,108.1,0.405,0.548,0.551,0.333,116.1,0.308,0.363,0.566,0.511,0.264
2993,TOR,109.0,36.0,85.0,50.0,10.0,35.0,0.482,Away,113.8,0.388,0.412,0.548,0.318,118.0,0.296,0.366,0.704,0.662,0.268
2994,HOU,109.0,44.0,98.0,69.0,10.0,29.0,0.5,Away,111.8,0.153,0.296,0.521,0.112,121.1,0.181,0.434,0.658,0.633,0.157
2995,MIL,109.0,38.0,85.0,45.0,13.0,40.0,0.524,Away,106.8,0.306,0.471,0.565,0.235,99.9,0.312,0.344,0.482,0.409,0.28
2996,PHI,109.0,40.0,91.0,58.0,14.0,33.0,0.516,Away,110.3,0.187,0.363,0.553,0.165,118.4,0.289,0.309,0.535,0.49,0.227
2997,DEN,109.0,45.0,85.0,53.0,12.0,32.0,0.6,Away,116.4,0.153,0.376,0.601,0.082,125.0,0.159,0.318,0.621,0.614,0.102
2998,POR,109.0,42.0,90.0,66.0,8.0,24.0,0.511,Away,111.9,0.233,0.267,0.549,0.189,131.4,0.268,0.381,0.59,0.567,0.186
2999,MIN,109.0,41.0,89.0,50.0,12.0,39.0,0.528,Home,108.2,0.213,0.438,0.56,0.169,100.3,0.345,0.299,0.504,0.477,0.207
3000,MIL,109.0,39.0,90.0,55.0,10.0,35.0,0.489,Away,118.2,0.289,0.389,0.537,0.233,111.7,0.2,0.3,0.473,0.45,0.13
3001,BRK,109.0,44.0,81.0,53.0,9.0,28.0,0.599,Home,114.3,0.173,0.346,0.625,0.148,107.0,0.275,0.388,0.569,0.556,0.163
3002,MEM,109.0,41.0,91.0,61.0,8.0,30.0,0.495,Home,101.5,0.33,0.33,0.523,0.209,105.3,0.3,0.5,0.555,0.517,0.222
3003,PHI,109.0,34.0,71.0,39.0,14.0,32.0,0.577,Home,106.7,0.451,0.451,0.641,0.38,109.6,0.282,0.424,0.586,0.541,0.235
3004,NOP,109.0,43.0,87.0,52.0,13.0,35.0,0.569,Home,113.8,0.149,0.402,0.588,0.115,122.2,0.2,0.541,0.633,0.6,0.176
3005,BRK,109.0,40.0,79.0,50.0,11.0,29.0,0.576,Away,107.7,0.291,0.367,0.612,0.228,105.7,0.29,0.387,0.51,0.457,0.237
3006,ATL,109.0,40.0,89.0,65.0,6.0,24.0,0.483,Away,106.6,0.303,0.27,0.54,0.258,118.3,0.388,0.3,0.646,0.6,0.313
3007,HOU,109.0,37.0,84.0,49.0,9.0,35.0,0.494,Away,113.9,0.369,0.417,0.558,0.31,121.2,0.196,0.431,0.523,0.485,0.167
3008,SAS,109.0,43.0,82.0,49.0,12.0,33.0,0.598,Home,104.0,0.22,0.402,0.606,0.134,109.8,0.227,0.273,0.594,0.58,0.148
3009,BOS,109.0,38.0,82.0,45.0,12.0,37.0,0.537,Away,109.5,0.341,0.451,0.578,0.256,106.5,0.154,0.484,0.545,0.533,0.099
3010,LAC,109.0,41.0,84.0,51.0,12.0,33.0,0.56,Away,112.4,0.226,0.393,0.59,0.179,104.2,0.239,0.432,0.519,0.483,0.182
3011,GSW,109.0,39.0,84.0,35.0,18.0,49.0,0.571,Away,110.0,0.202,0.583,0.596,0.155,117.0,0.227,0.477,0.599,0.545,0.227
3012,IND,109.0,41.0,87.0,48.0,11.0,39.0,0.534,Away,104.4,0.264,0.448,0.561,0.184,111.1,0.25,0.375,0.653,0.606,0.238
3013,ATL,109.0,39.0,84.0,55.0,11.0,29.0,0.53,Away,107.2,0.298,0.345,0.574,0.238,136.7,0.435,0.37,0.634,0.576,0.359
3014,HOU,109.0,38.0,87.0,53.0,11.0,34.0,0.5,Away,115.5,0.299,0.391,0.554,0.253,131.4,0.357,0.476,0.638,0.607,0.262
3015,CHI,109.0,36.0,80.0,49.0,11.0,31.0,0.519,Home,110.4,0.363,0.388,0.588,0.325,115.4,0.342,0.367,0.627,0.582,0.278
3016,PHI,109.0,40.0,79.0,43.0,16.0,36.0,0.608,Away,117.3,0.241,0.456,0.624,0.165,128.0,0.167,0.44,0.66,0.643,0.131
3017,UTA,109.0,38.0,90.0,45.0,13.0,45.0,0.494,Home,103.4,0.333,0.5,0.528,0.222,95.8,0.255,0.426,0.483,0.441,0.191
3018,IND,109.0,37.0,86.0,46.0,16.0,40.0,0.523,Away,105.2,0.279,0.465,0.564,0.221,119.7,0.276,0.345,0.636,0.586,0.253
3019,ATL,109.0,39.0,95.0,60.0,8.0,35.0,0.453,Home,108.7,0.295,0.368,0.508,0.242,125.7,0.333,0.289,0.61,0.583,0.233
