,Team,Date,PTS,Opp,FG,FGA,2PA,3P,3PA,Opponent_Points
449,BOS,2021-11-19,130,LAL,44,88,58,11,30,108
450,MIA,2023-04-06,129,PHI,49,88,49,18,39,101
451,SAS,2023-04-06,129,POR,47,106,71,10,35,127
452,IND,2023-04-05,129,NYK,45,87,57,15,30,138
453,MIA,2023-04-01,129,DAL,45,86,49,13,37,122
454,BRK,2023-03-25,129,MIA,44,89,49,18,40,100
455,DEN,2023-03-25,129,MIL,47,89,53,15,36,106
456,ATL,2023-03-21,129,DET,44,95,57,14,38,107
457,MEM,2023-03-05,129,LAC,50,92,58,18,34,135
458,BOS,2023-03-05,129,NYK,43,109,50,21,59,131
459,OKC,2023-03-05,129,UTA,44,87,50,14,37,119
460,ATL,2023-03-03,129,POR,52,91,65,12,26,111
461,ATL,2023-02-26,129,BRK,45,90,60,16,30,127
462,POR,2023-02-10,129,OKC,42,76,36,16,40,138
463,CHI,2023-02-04,129,POR,48,80,54,12,26,121
464,LAL,2023-01-31,129,NYK,48,93,60,11,33,123
465,POR,2023-01-30,129,ATL,43,79,39,19,40,125
466,GSW,2023-01-27,129,TOR,50,90,47,18,43,117
467,PHI,2023-01-21,129,SAC,49,93,65,12,28,127
468,SAS,2023-01-11,129,MEM,50,107,73,11,34,135
469,PHI,2023-01-04,129,IND,48,98,62,14,36,126
470,DAL,2022-12-29,129,HOU,47,91,46,18,45,114
471,LAL,2022-12-27,129,ORL,49,90,47,17,43,110
472,IND,2022-12-27,129,ATL,47,92,57,13,35,114
473,NOP,2022-12-15,129,UTA,47,99,69,12,30,132
474,NOP,2022-12-11,129,PHO,50,86,61,8,25,124
475,MIL,2022-12-02,129,LAL,50,94,51,17,43,133
476,DEN,2022-11-28,129,HOU,50,88,58,12,30,113
477,NYK,2022-11-25,129,POR,46,105,64,13,41,132
478,GSW,2022-11-25,129,UTA,52,101,56,20,45,118
479,NOP,2022-11-23,129,SAS,47,82,49,14,33,110
480,NYK,2022-11-21,129,OKC,51,97,63,11,34,119
481,DET,2022-11-20,129,SAC,47,89,60,15,29,137
482,MIN,2022-11-13,129,CLE,46,82,58,12,24,124
483,PHO,2022-11-09,129,MIN,47,97,62,16,35,117
484,IND,2022-11-07,129,NOP,43,86,38,22,48,122
485,MIN,2022-11-05,129,HOU,49,80,47,15,33,117
486,GSW,2022-11-03,129,ORL,50,97,54,19,43,130
487,SAS,2022-10-28,129,CHI,46,86,48,16,38,124
488,DAL,2022-10-27,129,BRK,41,81,41,20,40,125
489,MEM,2022-10-21,129,HOU,45,98,56,19,42,122
490,CHO,2022-10-19,129,SAS,48,94,65,13,29,102
491,DEN,2022-04-03,129,LAL,47,82,51,12,31,118
492,IND,2022-03-20,129,POR,48,84,49,15,35,98
493,CHO,2022-03-19,129,DAL,44,88,46,20,42,108
494,PHO,2022-03-18,129,CHI,47,84,59,11,25,102
495,PHO,2022-03-16,129,HOU,53,95,62,13,33,112
496,BRK,2022-03-10,129,PHI,51,91,51,18,40,100
497,MIN,2022-03-01,129,GSW,47,89,49,16,40,114
498,SAS,2022-02-26,129,MIA,50,90,59,14,31,133
499,OKC,2022-02-25,129,IND,50,101,70,11,31,125
500,BOS,2022-02-24,129,BRK,46,85,43,17,42,106
501,MIN,2022-02-13,129,IND,43,84,50,18,34,120
502,ATL,2022-01-30,129,LAL,49,84,53,10,31,121
503,BRK,2022-01-05,129,IND,49,86,65,5,21,121
504,TOR,2022-01-04,129,SAS,45,96,52,18,44,104
505,TOR,2021-12-14,129,BRK,48,105,53,18,52,131
506,UTA,2021-11-29,129,POR,47,89,43,19,46,107
507,ATL,2021-11-15,129,ORL,47,85,55,14,30,111
508,SAC,2021-11-15,129,DET,52,98,65,16,33,107
509,LAC,2021-11-13,129,MIN,53,99,59,16,40,102
510,MIA,2021-10-30,129,MEM,46,88,51,21,37,103
511,CHO,2021-10-25,129,BOS,46,103,59,19,44,140
512,LAL,2023-04-09,128,UTA,47,97,52,18,45,117
513,WAS,2023-04-04,128,MIL,50,99,72,13,27,140
514,ORL,2023-04-02,128,DET,43,75,42,17,33,102
515,CHI,2023-04-02,128,MEM,50,94,63,9,31,107
516,TOR,2023-04-02,128,CHO,56,104,76,8,28,108
517,PHO,2023-04-02,128,OKC,46,81,47,13,34,118
518,UTA,2023-03-29,128,SAS,49,90,59,12,31,117
519,UTA,2023-03-20,128,SAC,46,88,52,16,36,120
520,TOR,2023-03-16,128,OKC,47,97,65,14,32,111
521,SAS,2023-03-15,128,DAL,49,107,73,15,34,137
522,SAC,2023-03-11,128,PHO,41,85,50,15,35,119
523,SAS,2023-03-10,128,DEN,51,94,61,13,33,120
524,GSW,2023-03-07,128,OKC,47,89,38,20,51,137
525,ATL,2023-03-06,128,MIA,51,92,63,9,29,130
526,SAC,2023-03-03,128,LAC,46,87,54,10,33,127
527,NYK,2023-02-25,128,NOP,45,88,40,19,48,106
528,MIL,2023-02-24,128,MIA,47,98,52,19,46,99
529,DAL,2023-02-11,128,SAC,47,91,40,20,51,133
530,MEM,2023-02-10,128,MIN,49,84,59,10,25,107
531,HOU,2023-02-08,128,SAC,47,86,64,10,22,130
532,CHI,2023-02-06,128,SAS,50,89,67,6,22,104
533,MIN,2023-02-05,128,DEN,48,87,60,10,27,98
534,NYK,2023-02-04,128,LAC,45,94,54,18,40,134
535,DEN,2023-02-04,128,ATL,48,95,57,15,38,108
536,CLE,2023-02-02,128,MEM,49,91,62,14,29,113
537,TOR,2023-02-01,128,UTA,50,110,87,10,23,131
538,GSW,2023-01-30,128,OKC,46,90,43,20,47,120
539,CHI,2023-01-28,128,ORL,48,81,46,16,35,109
540,PHO,2023-01-28,128,SAS,50,103,79,8,24,118
541,PHO,2023-01-24,128,CHO,47,94,55,22,39,97
542,MIN,2023-01-19,128,TOR,45,89,49,17,40,126
543,MIN,2023-01-06,128,LAC,46,81,46,13,35,115
544,DEN,2022-12-25,128,PHO,45,94,58,13,36,125
545,NOP,2022-12-23,128,OKC,41,94,57,13,37,125
546,MIL,2022-12-19,128,NOP,45,81,41,13,40,119
547,POR,2022-12-14,128,SAS,49,81,41,18,40,112
548,WAS,2022-12-14,128,DEN,48,91,52,19,39,141
549,NYK,2022-12-14,128,CHI,45,91,57,18,34,120
550,MIL,2022-12-13,128,GSW,45,82,53,12,29,111
551,MEM,2022-12-12,128,ATL,50,83,51,13,32,103
552,NOP,2022-12-09,128,PHO,46,90,63,8,27,117
553,MIN,2022-12-03,128,OKC,47,89,59,10,30,135
554,LAL,2022-11-30,128,POR,48,97,60,14,37,109
555,IND,2022-11-25,128,BRK,43,86,52,12,34,117
556,HOU,2022-11-25,128,ATL,41,87,52,12,35,122
557,NOP,2022-11-21,128,GSW,49,91,49,15,42,83
558,LAL,2022-11-18,128,DET,43,78,58,7,20,121
559,BOS,2022-11-09,128,DET,47,88,42,18,46,112
560,BRK,2022-11-04,128,WAS,50,90,62,14,28,86
561,DET,2022-10-30,128,GSW,40,83,50,14,33,114
562,CLE,2022-10-22,128,CHI,48,85,58,16,27,96
563,DEN,2022-10-21,128,GSW,46,86,52,15,34,123
564,GSW,2022-04-10,128,NOP,49,81,48,19,33,107
565,DAL,2022-04-08,128,POR,42,79,34,20,45,78
566,GSW,2022-04-07,128,LAL,51,97,65,16,32,112
567,CHO,2022-04-07,128,ORL,48,92,58,12,34,101
568,BOS,2022-04-01,128,IND,45,83,50,12,33,123
569,DAL,2022-03-29,128,LAL,45,87,41,20,46,110
570,BRK,2022-03-18,128,POR,45,77,52,10,25,123
571,LAL,2022-03-18,128,TOR,47,96,53,19,43,123
572,NYK,2022-03-16,128,POR,40,80,42,16,38,98
573,IND,2022-03-13,128,ATL,46,89,54,15,35,131
574,IND,2022-02-27,128,BOS,47,90,57,17,33,107
575,DEN,2022-02-24,128,SAC,48,86,51,15,35,110
576,MIL,2022-02-15,128,IND,48,86,57,10,29,119
577,MIN,2022-02-03,128,DET,44,87,53,15,34,117
578,BOS,2022-01-25,128,SAC,51,103,58,20,45,75
579,LAC,2022-01-19,128,DEN,52,97,58,15,39,130
580,HOU,2022-01-12,128,SAS,45,82,46,16,36,124
581,NOP,2022-01-11,128,MIN,42,76,43,16,33,125
582,UTA,2021-12-23,128,MIN,48,90,51,16,39,116
583,SAS,2021-12-17,128,UTA,50,100,59,15,41,126
584,MEM,2021-11-28,128,SAC,50,104,65,13,39,101
585,CHI,2021-11-01,128,BOS,49,86,55,13,31,114
586,CHI,2021-10-22,128,NOP,47,89,61,14,28,112
587,POR,2023-04-06,127,SAS,51,96,68,10,28,129
588,DAL,2023-03-27,127,IND,47,83,46,18,37,104
589,PHO,2023-03-24,127,SAC,48,89,60,9,29,135
590,LAC,2023-03-23,127,OKC,47,84,47,18,37,105
591,MIA,2023-03-22,127,NYK,45,79,51,16,28,120
592,POR,2023-03-22,127,UTA,45,93,52,13,41,115
593,GSW,2023-03-22,127,DAL,50,90,51,12,39,125
594,ATL,2023-03-17,127,GSW,47,100,59,16,41,119
595,NOP,2023-03-12,127,POR,43,86,46,19,40,110
596,LAC,2023-03-03,127,SAC,47,87,46,14,41,128
597,BRK,2023-02-26,127,ATL,43,87,48,14,39,129
598,BOS,2023-02-15,127,DET,49,92,47,21,45,109
599,POR,2023-02-13,127,LAL,46,97,50,23,47,115
600,WAS,2023-02-11,127,IND,48,75,49,12,26,113
601,BOS,2023-02-10,127,CHO,44,89,34,25,55,116
602,MIL,2023-02-06,127,POR,47,87,45,16,42,108
603,ORL,2023-02-03,127,MIN,45,85,62,12,23,120
604,WAS,2023-01-30,127,SAS,48,86,56,16,30,106
605,WAS,2023-01-24,127,DAL,42,83,53,11,30,126
606,SAS,2023-01-23,127,POR,47,90,63,13,27,147
607,SAC,2023-01-21,127,PHI,46,84,51,13,33,129
608,GSW,2023-01-16,127,WAS,45,91,47,18,44,118
609,DAL,2023-01-07,127,NOP,42,74,45,13,29,117
610,OKC,2023-01-06,127,WAS,50,98,61,17,37,110
611,NOP,2022-12-30,127,PHI,43,80,49,15,31,116
612,SAC,2022-12-28,127,DEN,47,89,58,14,31,126
613,WAS,2022-12-28,127,PHO,47,82,56,8,26,102
614,MIN,2022-11-28,127,WAS,42,84,57,7,27,142
615,MEM,2022-11-27,127,NYK,46,95,63,12,32,123
616,BRK,2022-11-20,127,MEM,50,83,49,16,34,115
617,GSW,2022-11-20,127,HOU,46,86,39,24,47,120
618,DAL,2022-11-18,127,DEN,46,77,45,13,32,99
619,SAC,2022-11-09,127,CLE,40,76,37,17,39,120
620,ORL,2022-11-07,127,HOU,45,82,57,12,25,134
621,IND,2022-10-28,127,WAS,41,81,52,15,29,117
622,NOP,2022-04-07,127,POR,44,93,56,13,37,94
623,MIN,2022-04-07,127,SAS,41,96,43,20,53,121
624,MIL,2022-04-07,127,BOS,49,97,59,14,38,121
625,MIL,2022-04-05,127,CHI,46,87,52,12,35,106
626,MIA,2022-04-02,127,CHI,44,82,48,17,34,109
627,WAS,2022-03-30,127,ORL,47,92,56,13,36,110
628,MEM,2022-03-26,127,MIL,49,102,65,13,37,102
629,DEN,2022-03-22,127,LAC,45,83,51,16,32,115
630,PHO,2022-03-20,127,SAC,46,92,64,12,28,124
631,WAS,2022-03-19,127,LAL,44,85,54,13,31,119
632,DEN,2022-03-16,127,WAS,46,90,53,15,37,109
633,POR,2022-03-12,127,WAS,48,93,63,11,30,118
634,TOR,2022-03-12,127,DEN,48,102,71,12,31,115
635,CLE,2022-03-08,127,IND,47,94,62,9,32,124
636,HOU,2022-03-02,127,UTA,43,86,35,21,51,132
637,MIN,2022-02-28,127,CLE,47,86,44,18,42,122
638,DET,2022-02-27,127,CHO,50,110,70,14,40,126
639,ATL,2022-02-26,127,TOR,48,83,52,13,31,100
640,OKC,2022-02-14,127,NYK,48,96,62,13,34,123
641,PHO,2022-02-07,127,CHI,49,90,58,12,32,124
642,TOR,2022-02-03,127,CHI,48,113,77,14,36,120
643,SAC,2022-01-22,127,MIL,51,97,60,15,37,133
644,MEM,2022-01-09,127,LAL,47,86,56,11,30,119
645,MIL,2021-12-28,127,ORL,47,85,48,17,37,110
646,MEM,2021-12-26,127,SAC,47,100,70,9,30,102
647,DEN,2021-12-11,127,SAS,47,93,50,20,43,112
648,PHI,2021-12-06,127,CHO,46,87,51,15,36,124
649,ATL,2021-12-05,127,CHO,48,93,56,17,37,130
650,MIL,2021-12-01,127,CHO,46,94,58,14,36,125
651,UTA,2021-11-27,127,NOP,45,80,45,20,35,105
652,NOP,2021-11-24,127,WAS,44,96,67,12,29,102
653,DET,2021-11-13,127,TOR,43,79,44,15,35,121
654,GSW,2021-11-08,127,ATL,44,92,48,18,44,113
655,MIL,2021-10-19,127,BRK,48,105,60,17,45,104
656,MIL,2023-03-27,126,DET,45,95,50,14,45,117
657,SAS,2023-03-19,126,ATL,51,94,66,14,28,118
658,BOS,2023-03-17,126,POR,41,87,45,15,42,112
659,MEM,2023-03-17,126,SAS,49,101,63,14,38,120
660,GSW,2023-03-15,126,LAC,49,88,52,17,36,134
661,ORL,2023-03-11,126,MIA,48,99,62,13,37,114
662,DAL,2023-03-05,126,PHO,38,77,39,15,38,130
663,PHI,2023-03-02,126,DAL,45,78,51,12,27,133
664,WAS,2023-02-14,126,POR,45,79,46,17,33,101
665,WAS,2023-02-13,126,GSW,48,80,52,12,28,135
666,NYK,2023-02-11,126,UTA,43,95,59,12,36,120
667,LAL,2023-02-04,126,NOP,45,94,62,11,32,131
668,PHI,2023-01-28,126,DEN,46,89,54,18,35,119
669,ORL,2023-01-25,126,IND,46,82,54,15,28,120
670,DAL,2023-01-24,126,WAS,47,89,59,10,30,127
671,SAS,2023-01-20,126,LAC,51,89,63,14,26,131
672,CHI,2023-01-19,126,DET,50,92,69,7,23,108
673,TOR,2023-01-19,126,MIN,46,87,59,14,28,128
674,UTA,2023-01-18,126,LAC,45,87,55,19,32,103
675,OKC,2023-01-18,126,IND,47,93,55,16,38,106
676,UTA,2023-01-16,126,MIN,45,84,50,13,34,125
677,DEN,2023-01-11,126,PHO,48,85,51,15,34,97
678,CHI,2023-01-07,126,UTA,44,83,55,13,28,118
679,CHI,2023-01-06,126,PHI,48,84,50,20,34,112
680,IND,2023-01-04,126,PHI,45,95,59,13,36,129
681,ORL,2023-01-04,126,OKC,42,81,48,13,33,115
682,DAL,2022-12-31,126,SAS,50,86,52,14,34,125
683,MIA,2022-12-31,126,UTA,45,89,50,13,39,123
684,SAC,2022-12-30,126,UTA,50,90,60,12,30,125
685,CLE,2022-12-29,126,IND,50,96,68,12,28,135
686,DEN,2022-12-28,126,SAC,49,85,58,12,27,127
687,DAL,2022-12-27,126,NYK,44,90,44,13,46,121
688,BOS,2022-12-27,126,HOU,43,91,35,20,56,102
689,SAS,2022-12-26,126,UTA,48,87,69,6,18,122
690,NOP,2022-12-22,126,SAS,44,91,57,13,34,117
691,LAC,2022-12-21,126,CHO,41,81,32,23,49,105
692,UTA,2022-12-20,126,DET,47,93,47,20,46,111
693,ATL,2022-12-19,126,ORL,48,94,62,12,32,125
694,GSW,2022-12-18,126,TOR,43,81,42,18,39,110
695,CHI,2022-12-18,126,MIN,46,88,50,16,38,150
696,LAL,2022-12-16,126,DEN,48,91,58,12,33,108
697,TOR,2022-12-07,126,LAL,47,106,63,12,43,113
698,MIL,2022-12-07,126,SAC,46,96,63,14,33,113
699,NOP,2022-11-30,126,TOR,45,86,53,14,33,108
700,OKC,2022-11-23,126,DEN,42,97,57,18,40,131
701,BOS,2022-11-16,126,ATL,48,88,42,21,46,101
702,MIN,2022-11-16,126,ORL,46,88,52,12,36,108
703,BOS,2022-11-14,126,OKC,46,96,59,10,37,122
704,DEN,2022-11-13,126,CHI,48,80,53,13,27,103
705,SAC,2022-11-05,126,ORL,47,93,53,15,40,123
706,DEN,2022-11-05,126,SAS,53,87,58,15,29,101
707,CHO,2022-10-23,126,ATL,47,90,64,11,26,109
708,BOS,2022-10-22,126,ORL,42,87,40,19,47,120
709,MIN,2022-10-21,126,UTA,49,107,74,11,33,132
710,BOS,2022-10-18,126,PHI,46,82,47,12,35,117
711,IND,2022-04-10,126,BRK,47,104,58,19,46,134
712,NOP,2022-03-24,126,CHI,41,83,54,12,29,109
713,PHI,2022-03-23,126,LAL,47,91,64,10,27,121
714,MIL,2022-03-22,126,CHI,50,82,54,12,28,98
715,BOS,2022-03-18,126,SAC,46,82,42,22,40,97
716,SAC,2022-03-16,126,MIL,46,94,51,16,43,135
717,GSW,2022-03-14,126,WAS,45,84,39,18,45,112
718,BOS,2022-03-06,126,BRK,40,83,47,17,36,120
719,CHO,2022-02-27,126,DET,45,89,58,13,31,127
720,BRK,2022-02-26,126,MIL,44,92,58,13,34,123
721,MIN,2022-02-15,126,CHO,43,109,54,13,55,120
722,BOS,2022-02-08,126,BRK,50,91,51,14,40,91
723,GSW,2022-02-03,126,SAC,47,84,42,20,42,114
724,CHI,2022-02-01,126,ORL,46,90,60,11,30,115
725,MIN,2022-01-30,126,UTA,49,89,58,13,31,106
726,IND,2022-01-26,126,CHO,44,92,58,10,34,158
727,MIL,2022-01-19,126,MEM,46,97,60,13,37,114
728,SAC,2022-01-14,126,HOU,48,96,59,13,37,114
729,DET,2022-01-10,126,UTA,48,93,56,19,37,116
730,MIL,2021-12-22,126,HOU,45,103,57,17,46,106
731,UTA,2021-12-17,126,SAS,46,93,56,13,37,128
732,MEM,2021-12-13,126,PHI,47,89,55,14,34,91
733,ATL,2021-12-13,126,HOU,42,85,46,15,39,132
734,GSW,2021-12-06,126,ORL,43,87,47,20,40,95
735,TOR,2021-11-24,126,MEM,47,89,59,14,30,113
736,PHO,2021-11-21,126,DEN,46,87,51,11,36,97
737,LAL,2021-11-08,126,CHO,44,91,59,13,32,123
738,CLE,2021-11-07,126,NYK,49,90,55,19,35,109
739,GSW,2021-11-05,126,NOP,47,91,41,20,50,85
740,LAC,2021-11-03,126,MIN,47,78,42,21,36,115
741,POR,2023-04-08,125,LAC,47,89,57,14,32,136
742,LAC,2023-04-05,125,LAL,43,82,46,16,36,118
743,OKC,2023-04-04,125,GSW,44,93,61,11,32,136
744,PHO,2023-03-25,125,PHI,47,93,61,15,32,105
745,HOU,2023-03-22,125,MEM,48,93,60,12,33,130
746,MIN,2023-03-22,125,ATL,45,92,66,11,26,124
747,DAL,2023-03-22,125,GSW,44,89,49,17,40,127
748,TOR,2023-03-14,125,DEN,49,93,63,12,30,110
749,ATL,2023-03-11,125,BOS,50,100,66,10,34,134
750,GSW,2023-03-11,125,MIL,46,112,57,23,55,116
751,HOU,2023-03-09,125,IND,49,107,90,6,17,134
752,IND,2023-03-05,125,CHI,48,94,50,16,44,122
753,PHO,2023-03-03,125,CHI,42,84,37,20,47,104
754,BOS,2023-02-14,125,MIL,46,99,49,17,50,131
755,ATL,2023-02-11,125,SAS,50,103,77,10,26,106
756,POR,2023-02-08,125,GSW,43,78,51,8,27,122
757,BRK,2023-02-04,125,WAS,43,86,53,14,33,123
758,SAS,2023-02-03,125,PHI,52,89,68,7,21,137
759,ATL,2023-01-30,125,POR,44,94,64,13,30,129
760,BOS,2023-01-28,125,LAL,39,84,44,13,40,121
761,TOR,2023-01-22,125,NYK,41,90,56,15,34,116
762,MIN,2023-01-16,125,UTA,46,101,60,18,41,126
763,BOS,2023-01-11,125,NOP,44,91,47,15,44,114
764,PHO,2023-01-10,125,GSW,41,90,59,14,31,113
765,SAS,2022-12-31,125,DAL,47,85,66,8,19,126
766,UTA,2022-12-30,125,SAC,46,84,52,8,32,126
767,PHO,2022-12-27,125,MEM,43,87,56,17,31,108
768,BRK,2022-12-26,125,CLE,47,82,52,18,30,117
769,PHO,2022-12-25,125,DEN,45,94,59,17,35,128
770,WAS,2022-12-23,125,SAC,49,88,56,10,32,111
771,MEM,2022-12-23,125,PHO,45,91,68,7,23,100
772,OKC,2022-12-23,125,NOP,47,102,67,13,35,128
773,CHO,2022-12-19,125,SAC,49,95,64,10,31,119
774,ORL,2022-12-19,125,ATL,45,95,61,12,34,126
775,ATL,2022-12-16,125,CHO,41,75,46,15,29,106
776,IND,2022-12-14,125,GSW,44,87,48,16,39,119
777,BOS,2022-12-07,125,PHO,49,101,56,16,45,98
778,DAL,2022-12-01,125,DET,46,86,40,19,46,131
779,ATL,2022-11-30,125,ORL,51,94,62,8,32,108
780,UTA,2022-11-30,125,LAC,45,81,49,14,32,112
781,BOS,2022-11-23,125,DAL,45,84,50,17,34,112
782,DET,2022-11-23,125,UTA,44,89,65,12,24,116
783,IND,2022-11-16,125,CHO,44,82,54,11,28,113
784,UTA,2022-11-09,125,ATL,44,94,55,17,39,119
785,IND,2022-10-29,125,BRK,40,94,48,23,46,116
786,POR,2022-10-28,125,HOU,48,90,55,13,35,111
787,BRK,2022-10-27,125,DAL,43,93,58,12,35,129
788,MEM,2022-10-27,125,SAC,49,92,59,14,33,110
789,SAC,2022-10-23,125,GSW,47,100,57,11,43,130
790,MIL,2022-10-22,125,HOU,48,85,54,16,31,105
791,ORL,2022-04-10,125,MIA,45,91,33,23,58,111
792,DEN,2022-03-30,125,IND,50,80,52,12,28,118
793,CHO,2022-03-30,125,NYK,49,90,55,12,35,114
794,TOR,2022-03-30,125,MIN,48,96,60,18,36,102
795,HOU,2022-03-25,125,POR,43,83,38,19,45,106
796,BOS,2022-03-23,125,UTA,50,84,48,19,36,97
797,PHO,2022-03-23,125,MIN,45,86,53,12,33,116
798,UTA,2022-03-16,125,CHI,42,83,44,19,39,110
799,MEM,2022-03-13,125,OKC,48,102,73,11,29,118
800,SAC,2022-03-12,125,UTA,47,94,61,13,33,134
801,PHI,2022-03-04,125,CLE,41,75,42,14,33,119
802,NOP,2022-03-02,125,SAC,52,88,59,11,29,95
803,PHI,2022-02-27,125,NYK,38,78,45,10,33,109
804,IND,2022-02-25,125,OKC,49,101,64,14,37,129
805,CHO,2022-02-25,125,TOR,52,94,54,15,40,93
806,DAL,2022-02-17,125,NOP,44,82,42,19,40,118
807,CHI,2022-02-16,125,SAC,47,94,65,12,29,118
808,MEM,2022-02-12,125,CHO,47,96,63,11,33,118
809,TOR,2022-02-04,125,ATL,46,81,54,17,27,114
810,UTA,2022-02-04,125,BRK,48,85,47,17,38,102
811,POR,2022-01-28,125,HOU,46,81,42,17,39,110
812,TOR,2022-01-25,125,CHO,43,82,48,16,34,113
813,BRK,2022-01-23,125,MIN,48,95,57,15,38,136
814,UTA,2022-01-16,125,DEN,44,84,45,15,39,102
815,SAC,2022-01-12,125,LAL,49,89,59,11,30,116
816,MIN,2022-01-11,125,NOP,42,86,47,18,39,128
817,IND,2022-01-08,125,UTA,44,80,51,14,29,113
818,MIA,2021-12-21,125,IND,47,95,46,22,49,96
819,POR,2021-12-17,125,CHO,44,85,38,21,47,116
820,CHO,2021-12-01,125,MIL,43,87,36,21,51,127
821,SAC,2021-11-24,125,POR,45,86,53,12,33,121
822,MEM,2021-11-08,125,MIN,46,92,64,11,28,118
823,MIA,2021-11-02,125,DAL,43,83,58,13,25,110
824,CHO,2021-10-31,125,POR,46,89,47,20,42,113
825,LAL,2021-10-26,125,SAS,50,105,75,8,30,121
826,HOU,2023-04-04,124,DEN,47,102,71,12,31,103
827,BRK,2023-03-31,124,ATL,49,88,55,15,33,107
828,LAC,2023-03-27,124,CHI,48,81,41,20,40,112
829,NOP,2023-03-27,124,POR,49,86,58,12,28,90
830,CHI,2023-03-24,124,POR,48,84,56,17,28,96
831,SAS,2023-03-24,124,WAS,51,101,63,13,38,136
832,ATL,2023-03-22,124,MIN,45,85,59,12,26,125
833,OKC,2023-03-19,124,PHO,42,84,56,11,28,120
834,SAC,2023-03-13,124,MIL,46,104,54,21,50,133
835,BRK,2023-03-10,124,MIN,42,91,57,16,34,123
836,ORL,2023-03-09,124,UTA,44,94,60,16,34,131
837,IND,2023-02-28,124,DAL,41,78,50,11,28,122
838,LAC,2023-02-26,124,DEN,44,90,56,11,34,134
839,SAC,2023-02-26,124,OKC,45,85,42,18,43,115
840,PHO,2023-02-24,124,OKC,42,90,52,14,38,115
841,LAL,2023-02-23,124,GSW,42,86,56,16,30,111
842,GSW,2023-02-14,124,LAC,45,83,49,15,34,134
843,MIN,2023-02-13,124,DAL,48,83,54,9,29,121
844,NYK,2023-02-13,124,BRK,45,82,48,15,34,106
845,LAC,2023-02-06,124,BRK,44,92,62,12,30,116
846,DAL,2023-02-06,124,UTA,41,88,49,15,39,111
847,POR,2023-02-03,124,WAS,43,88,47,17,41,116
848,MIL,2023-01-31,124,CHO,43,105,61,15,44,115
849,UTA,2023-01-25,124,POR,47,90,49,20,41,134
850,NYK,2023-01-20,124,ATL,49,83,53,13,30,139
851,MIA,2023-01-18,124,NOP,50,94,59,12,35,98
852,OKC,2023-01-13,124,CHI,47,92,59,11,33,110
853,TOR,2023-01-12,124,CHO,43,83,55,10,28,114
854,BOS,2023-01-05,124,DAL,41,84,41,16,43,95
855,MIN,2023-01-02,124,DEN,45,87,51,13,36,111
856,DEN,2022-12-30,124,MIA,45,76,48,17,28,119
857,LAC,2022-12-27,124,TOR,45,93,55,15,38,113
858,POR,2022-12-26,124,CHO,43,86,48,14,38,113
859,DAL,2022-12-25,124,LAL,44,84,40,18,44,115
860,SAS,2022-12-19,124,HOU,46,83,49,17,34,105
861,BRK,2022-12-18,124,DET,44,80,51,15,29,121
862,ATL,2022-12-14,124,ORL,44,88,53,12,35,135
863,SAC,2022-12-14,124,TOR,45,93,47,17,46,123
864,PHO,2022-12-11,124,NOP,49,105,67,13,38,129
865,LAL,2022-12-11,124,DET,46,84,58,11,26,117
866,POR,2022-12-10,124,MIN,43,83,49,13,34,118
867,UTA,2022-12-07,124,GSW,46,86,51,15,35,123
868,MIL,2022-11-27,124,DAL,48,86,49,17,37,115
869,GSW,2022-11-23,124,LAC,48,97,46,19,51,107
870,ATL,2022-11-19,124,TOR,46,92,67,7,25,122
871,NOP,2022-11-16,124,CHI,43,85,52,17,33,110
872,CLE,2022-11-13,124,MIN,40,89,55,17,34,129
873,MEM,2022-11-09,124,SAS,50,98,66,14,32,122
874,ATL,2022-11-05,124,NOP,47,103,67,9,36,121
875,PHO,2022-10-30,124,HOU,45,84,44,12,40,109
876,UTA,2022-10-29,124,MEM,45,87,43,19,44,123
877,PHO,2022-10-28,124,NOP,48,92,59,10,33,111
878,CHI,2022-10-28,124,SAS,47,99,72,9,27,129
879,CHI,2022-10-26,124,IND,43,87,57,16,30,109
880,BRK,2022-10-24,124,MEM,47,87,58,9,29,134
881,IND,2022-10-22,124,DET,45,103,61,16,42,115
882,NOP,2022-10-21,124,CHO,42,89,67,8,22,112
883,CHO,2022-04-10,124,WAS,48,89,56,18,33,108
884,CHI,2022-04-10,124,MIN,44,83,62,10,21,120
885,SAC,2022-03-20,124,PHO,39,91,57,16,34,127
886,BOS,2022-03-20,124,DEN,47,82,42,19,40,104
887,NOP,2022-03-18,124,SAS,48,96,62,14,34,91
888,MIN,2022-03-16,124,LAL,40,90,48,17,42,104
889,MIL,2022-03-09,124,ATL,47,94,59,12,35,115
890,IND,2022-03-08,124,CLE,49,91,59,16,32,127
891,GSW,2022-03-07,124,DEN,45,88,48,17,40,131
892,MIN,2022-03-07,124,POR,38,92,49,13,43,81
893,LAL,2022-03-05,124,GSW,44,89,48,18,41,116
894,MEM,2022-03-05,124,ORL,46,92,58,14,34,96
895,NOP,2022-03-04,124,UTA,50,97,61,11,36,90
896,CHI,2022-03-03,124,ATL,52,88,62,14,26,130
897,DEN,2022-02-27,124,POR,44,86,49,12,37,92
898,PHO,2022-02-24,124,OKC,46,86,52,13,34,104
899,PHO,2022-02-16,124,HOU,44,86,62,7,24,121
900,ATL,2022-02-15,124,CLE,43,80,47,14,33,116
901,SAS,2022-02-12,124,NOP,47,93,56,14,37,114
